compound,flashpoint,pure substance,smiles,source
PhenethylDimethylChloroSilane,343.15,1,C[Si](C)(Cl)CCc1ccccc1,le15
PhenethylMethylDichloroSilane,353.15,1,Cl[SiH](Cl)CCCc1ccccc1,le15
PhenethylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15
PhenylDichloroSilane,321.15,1,Cl[SiH](Cl)c1ccccc1,le15
PhenylDimethylAcetoxySilane,345.15,1,CC(C)C(=O)O[SiH2]c1ccccc1,le15
PhenylDimethylChloroSilane,334.15,1,C[Si](C)(Cl)c1ccccc1,le15
PhenylDimethylSilane,311.15,1,C[SiH](C)c1ccccc1,le15
PhenylEthylDichloroSilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,le15
PhenylMethylChloroSilane,335.15,1,Cl[SiH2]Cc1ccccc1,le15
PhenylMethylDichloroSilane,355.15,1,Cl[SiH](Cl)Cc1ccccc1,le15
PhenylMethylDiethoxySilane,362.15,1,CCO[SiH](Cc1ccccc1)OCC,le15
PhenylMethylSilane,298.15,1,[SiH3]Cc1ccccc1,le15
PhenylSilane,281.15,1,[SiH3]c1ccccc1,le15
PhenylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,le15
PhenylTriethoxySilane,369.15,1,CCO[Si](OCC)(OCC)c1ccccc1,le15
PhenylTrifluoroSilane-,283.15,1,F[Si](F)(F)c1ccccc1,le15
PhenylTrimethoxySilane,359.15,1,CO[Si](OC)(OC)c1ccccc1,le15
PropargyloxytrimethylSilane,300.15,1,C#CCO[Si](C)(C)C,le15
PropylTrisdimethylsiloxySilane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
secAmylTrichloroSilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,le15
TetraethoxySilane,323.15,1,CCO[Si](OCC)(OCC)OCC,le15
TetraisocyanatoSilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,le15
TetrakisDimethylsiloxySilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
TetramethoxySilane,294.15,1,CO[Si](OC)(OC)OC,le15
TetramethylDiethoxySiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,le15
TetramethylDivinylDisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,le15
TetramethylSilane-,245.15,1,C[Si](C)(C)C,le15
TetravinylSilane,291.15,1,C=C[Si](C=C)(C=C)C=C,le15
TrichloroSilane-,245.15,1,Cl[SiH](Cl)Cl,le15
TriethoxyChloroSilane,320.15,1,CCO[Si](Cl)(OCC)OCC,le15
TriethoxySilane,299.15,1,CCO[SiH](OCC)OCC,le15
TriethylAcetoxySilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],le15
TriethylChloroSilane,303.15,1,CC[Si](Cl)(CC)CC,le15
TriethylSilane-,271.15,1,CC[SiH](CC)CC,le15
TriisopropylSilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,le15
Trimethoxychlorosilane,295.15,1,CO[Si](Cl)(OC)OC,le15
TrimethylBromoSilane-,270.15,1,C[Si](C)(C)Br,le15
Trimethylchlorosilane-,246.15,1,C[Si](C)(C)Cl,le15
TrimethylFluoroSilane-,238.15,1,C[Si](C)(C)F,le15
TrimethylPhenylSilane,313.15,1,C[Si](C)(C)c1ccccc1,le15
TrimethylSilane-,204.15,1,C[SiH](C)C,le15
TrimethylSilylIsothiocyanate,308.15,1,C[Si](C)(C)N=C=S,le15
TrimethylsilylTrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,le15
TrimethylVinylSilane-,239.15,1,CC(C)=C(C)[SiH3],le15
TrisdimethylaminoSilane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,le15
TrisTrimethylSiloxyMethylSilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,le15
TrivinylMethylSilane,288.15,1,C=CC([SiH3])(C=C)C=C,le15
VinylDiethylMethylSilane,288.15,1,C=C[Si](C)(CC)CC,le15
VinylDimethylEthoxySilane,277.15,1,C=C[Si](C)(C)OCC,le15
Vinylmethyldichlorosilane,277.15,1,C=CC[SiH](Cl)Cl,le15
VinylMethylDiethoxySilane,289.15,1,C=CC[SiH](OCC)OCC,le15
VinylPentamethylDisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,le15
VinylTriacetoxySilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,le15
Vinyltrichlorosilane,288.65,1,C=C[Si](Cl)(Cl)Cl,le15
VinylTriethoxySilane,312.15,1,C=C[Si](OCC)(OCC)OCC,le15
VinylTriethylSilane,302.15,1,C=C[Si](CC)(CC)CC,le15
VinylTrimethoxySilane,296.15,1,C=C[Si](OC)(OC)OC,le15
VinylTrimethylSilane-,253.15,1,C=C[Si](C)(C)C,le15
EthylSilane-,213.15,1,CC[SiH3],le15
TrimethylSilane-,204.15,1,C[SiH](C)C,le15
DiethylSilane-,253.15,1,CC[SiH2]CC,le15
EthylDimethylSilane-,248.15,1,CC[SiH](C)C,le15
TetramethylSilane-,245.15,1,C[Si](C)(C)C,le15
TrimethylFluoroSilane-,238.15,1,C[Si](C)(C)F,le15
DimethylChloroSilane-,248.15,1,C[SiH](C)Cl,le15
AllylDimethylSilane-,253.15,1,C=CC[SiH](C)C,le15
TrimethylVinylSilane-,239.15,1,CC(C)=C(C)[SiH3],le15
VinylTrimethylSilane-,253.15,1,C=C[Si](C)(C)C,le15
DichloroSilane-,236.15,1,Cl[SiH2]Cl,le15
EthylTrimethylSilane,300.15,1,CC[Si](C)(C)C,le15
MethoxyTrimethylSilane-,243.15,1,CO[Si](C)(C)C,le15
PhenylSilane,281.15,1,[SiH3]c1ccccc1,le15
Trimethylchlorosilane-,246.15,1,C[Si](C)(C)Cl,le15
1trimethylsilylpropyne-,270.15,1,CC#C[Si](C)(C)C,le15
DivinylDimethylSilane,281.15,1,C=C[Si](C)(C)C=C,le15
AllylTrimethylSilane,280.15,1,C=CC[Si](C)(C)C,le15
MethyldichloroSilane-,241.15,1,C[SiH](Cl)Cl,le15
HexylSilane,285.15,1,CCCCCC[SiH3],le15
TriethylSilane-,271.15,1,CC[SiH](CC)CC,le15
EthoxyTrimethylSilane-,246.15,1,CCO[Si](C)(C)C,le15
DimethylDimethoxySilane-,265.15,1,CO[Si](C)(C)OC,le15
DimethylVinylChloroSilane-,268.15,1,CC(C)=C[SiH2]Cl,le15
PhenylMethylSilane,298.15,1,[SiH3]Cc1ccccc1,le15
ChloromethylTrimethylSilane-,271.15,1,C[Si](C)(C)CCl,le15
EthylDimethylChloroSilane-,269.15,1,CC[Si](C)(C)Cl,le15
TrivinylMethylSilane,288.15,1,C=CC([SiH3])(C=C)C=C,le15
PropargyloxytrimethylSilane,300.15,1,C#CCO[Si](C)(C)C,le15
VinylDiethylMethylSilane,288.15,1,C=C[Si](C)(CC)CC,le15
Dimethyldichlorosilane-,263.15,1,C[Si](C)(Cl)Cl,le15
Ethyldichlorosilane-,264.15,1,CC[SiH](Cl)Cl,le15
"1,1dimethyl1sila2oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,le15
AllyloxytrimethylSilane,273.15,1,C=CCO[Si](C)(C)C,le15
VinylDimethylEthoxySilane,277.15,1,C=C[Si](C)(C)OCC,le15
TrimethylSilylIsothiocyanate,308.15,1,C[Si](C)(C)N=C=S,le15
AcetoxyTrimethylSilane,277.15,1,CC(=O)O[Si](C)(C)C,le15
MethylVinylDimethoxySilane,277.15,1,CC=C[SiH](OC)OC,le15
BisDimethylaminoMethylSilane-,270.15,1,CN(C)C([SiH3])N(C)C,le15
AllylDimethylChloroSilane,278.15,1,C=CC[Si](C)(C)Cl,le15
TrichloroSilane-,245.15,1,Cl[SiH](Cl)Cl,le15
PhenylDimethylSilane,311.15,1,C[SiH](C)c1ccccc1,le15
TetravinylSilane,291.15,1,C=C[Si](C=C)(C=C)C=C,le15
DiethylMethylChloroSilane,288.15,1,CC[Si](C)(Cl)CC,le15
CyclopentadienylTrimethylSilane,302.15,1,C[Si](C)(C)C1C=CC=C1,le15
"2,4pentadienylTrimethylSilane",291.15,1,C=CC=CC[Si](C)(C)C,le15
3trimethylsilylCyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,le15
Vinylmethyldichlorosilane,277.15,1,C=CC[SiH](Cl)Cl,le15
CyclohexylDimethylSilane,336.15,1,C[SiH](C)C1CCCCC1,le15
VinylTriethylSilane,302.15,1,C=C[Si](CC)(CC)CC,le15
Ethylmethyldichlorosilane,275.15,1,CC[Si](C)(Cl)Cl,le15
DiethylaminoTrimethylSilane,283.15,1,CCN(CC)[Si](C)(C)C,le15
AcetoxymethylTrimethylSilane,293.15,1,CC(=O)OC[Si](C)(C)C,le15
BisDiethylaminoDimethylSilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,le15
BisDimethylaminoDimethylSilane-,266.15,1,CN(C)[Si](C)(C)N(C)C,le15
HexamethylDisilane-,272.15,1,C[Si](C)(C)[Si](C)(C)C,le15
VinylTrimethoxySilane,296.15,1,C=C[Si](OC)(OC)OC,le15
DimethylDiethoxySilane,284.15,1,CCO[Si](C)(C)OCC,le15
AllylChloromethylDimethylSilane,300.15,1,C=CC[Si](C)(C)CCl,le15
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,le15
EthylTrimethoxySilane,300.15,1,CC[Si](OC)(OC)OC,le15
BenzylDimethylSilane,338.15,1,C[SiH](C)Cc1ccccc1,le15
TrimethylPhenylSilane,313.15,1,C[Si](C)(C)c1ccccc1,le15
TriethylChloroSilane,303.15,1,CC[Si](Cl)(CC)CC,le15
TetramethoxySilane,294.15,1,CO[Si](OC)(OC)OC,le15
ChloromethylDimethylEthoxySilane,299.15,1,CCO[Si](C)(C)CCl,le15
TrimethylBromoSilane-,270.15,1,C[Si](C)(C)Br,le15
AllylMethylDichloroSilane,300.15,1,C=CCC[SiH](Cl)Cl,le15
CyclopentenyloxyTrimethylSilane,311.15,1,C[Si](C)(C)OC1=CCCC1,le15
Trimethoxychlorosilane,295.15,1,CO[Si](Cl)(OC)OC,le15
PhenylMethylChloroSilane,335.15,1,Cl[SiH2]Cc1ccccc1,le15
BischloromethylDimethylSilane,319.15,1,C[Si](C)(CCl)CCl,le15
DiethylDichloroSilane,300.15,1,CC[Si](Cl)(Cl)CC,le15
TriisopropylSilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,le15
ChloromethylDimethylchlorosilane,294.15,1,C[Si](C)(Cl)CCl,le15
Ethyl2trimethylsilylAcetate,308.15,1,CCOC(=O)C[Si](C)(C)C,le15
VinylMethylDiethoxySilane,289.15,1,C=CC[SiH](OCC)OCC,le15
BisTrimethylsilylMethane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,le15
TrisdimethylaminoSilane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,le15
HexamethylDisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,le15
Vinyltrichlorosilane,288.65,1,C=C[Si](Cl)(Cl)Cl,le15
PhenylTrifluoroSilane-,283.15,1,F[Si](F)(F)c1ccccc1,le15
AllylTrimethoxySilane,319.15,1,C=CC[Si](OC)(OC)OC,le15
1methoxy2propoxyTrimethylSilane,293.15,1,COCC(C)O[Si](C)(C)C,le15
2chloromethyl3trimethylsilyl1propene,316.15,1,C=C(CCl)C[Si](C)(C)C,le15
Chloromethylmethyldichlorosilane,293.15,1,C[Si](Cl)(Cl)CCl,le15
Ethyltrichlorosilane,300.15,1,CC[Si](Cl)(Cl)Cl,le15
TriethoxySilane,299.15,1,CCO[SiH](OCC)OCC,le15
BenzylTrimethylSilane,335.15,1,C[Si](C)(C)Cc1ccccc1,le15
BromomethylTrimethylSilane,289.15,1,C[Si](C)(C)CBr,le15
2cyanoethylMethylDichloroSilane,333.15,1,C[Si](Cl)(Cl)CCC#N,le15
1heptynylTrimethylSilane,315.15,1,CCCCCC#C[Si](C)(C)C,le15
CyclopentylDichloroSilane,316.15,1,Cl[SiH](Cl)C1CCCC1,le15
HexylTrifluoroSilane-,266.15,1,CCCCCC[Si](F)(F)F,le15
ChloromethylTrimethoxySilane,299.15,1,CO[Si](CCl)(OC)OC,le15
PhenylDimethylChloroSilane,334.15,1,C[Si](C)(Cl)c1ccccc1,le15
3chloropropylDimethylChloroSilane,313.15,1,C[Si](C)(Cl)CCCCl,le15
MethacryloxymethylTrimethylSilane,318.15,1,C=C(C)C(=O)OC[Si](C)(C)C,le15
DiisopropylaminoTrimethylSilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,le15
TriethylAcetoxySilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],le15
VinylPentamethylDisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,le15
HeptamethylDisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,le15
AllylTrichloroSilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,le15
DimethylDiacetoxySilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,le15
DiethylDiethoxySilane,316.15,1,CCO[Si](CC)(CC)OCC,le15
PhenylDichloroSilane,321.15,1,Cl[SiH](Cl)c1ccccc1,le15
bisChloromethylMethylChloroSilane,315.15,1,C[Si](Cl)(CCl)CCl,le15
IsobutylTrimethoxySilane,315.15,1,CO[Si](CC(C)C)(OC)OC,le15
MethylTriethoxySilane,297.15,1,CCO[Si](C)(OCC)OCC,le15
HexamethylDisilaThiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,le15
1bromovinylTrimethylSilane,288.15,1,C=C(Br)[Si](C)(C)C,le15
2bromovinylTrimethylSilane,288.15,1,C[Si](C)(C)C=CBr,le15
3chloropropylMethylDimethoxySilane,318.15,1,CO[Si](C)(CCCCl)OC,le15
ChloromethylMethylDiethoxySilane,311.15,1,CCO[Si](C)(CCl)OCC,le15
DiphenylSilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,le15
BenzylDimethylChloroSilane,346.15,1,C[Si](C)(Cl)Cc1ccccc1,le15
ChloromethylDimethylPhenylSilane,326.15,1,C[Si](C)(CCl)c1ccccc1,le15
HexylDichloroSilane,337.15,1,CCCCCC[SiH](Cl)Cl,le15
"1,3divinylTetramethylDisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,le15
TrimethylsilylTrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,le15
TetramethylDivinylDisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,le15
BistrimethylsilylCarbodiimide,315.15,1,C[Si](C)(C)N=C=N[Si](C)(C)C,le15
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,le15
CyclohexylMethylDimethoxySilane,339.15,1,CO[SiH](CC1CCCCC1)OC,le15
VinylTriethoxySilane,312.15,1,C=C[Si](OCC)(OCC)OCC,le15
PhenylMethylDichloroSilane,355.15,1,Cl[SiH](Cl)Cc1ccccc1,le15
3bromo1trimethylsilyl1propyne,335.15,1,C[Si](C)(C)C#CCBr,le15
3chloropropylMethylDichloroSilane,359.15,1,C[Si](Cl)(Cl)CCCCl,le15
IsobutylTrichloroSilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,le15
EthylTriethoxySilane,313.15,1,CCO[Si](CC)(OCC)OCC,le15
PhenylDimethylAcetoxySilane,345.15,1,CC(C)C(=O)O[SiH2]c1ccccc1,le15
TetraisocyanatoSilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,le15
CyclohexylMethylDichloroSilane,339.15,1,Cl[SiH](Cl)CC1CCCCC1,le15
1chloroethyltrichlorosilane,288.15,1,CC(Cl)[Si](Cl)(Cl)Cl,le15
2chloroethyltrichlorosilane,301.15,1,ClCC[Si](Cl)(Cl)Cl,le15
DichloromethylMethylDichloroSilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,le15
PhenylTrimethoxySilane,359.15,1,CO[Si](OC)(OC)c1ccccc1,le15
3chloropropylTrimethoxySilane,351.15,1,CO[Si](CCCCl)(OC)OC,le15
TriethoxyChloroSilane,320.15,1,CCO[Si](Cl)(OCC)OCC,le15
PhenethylDimethylChloroSilane,343.15,1,C[Si](C)(Cl)CCc1ccccc1,le15
"1,3dichloroTetramethylDisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,le15
CyclopentylTrichloroSilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,le15
AllylTriethoxySilane,320.15,1,C=CC[Si](OCC)(OCC)OCC,le15
PhenylEthylDichloroSilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,le15
3chloro2methylpropylMethylDichloroSilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,le15
secAmylTrichloroSilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,le15
HexylTrimethoxySilane,335.15,1,CCCCCC[Si](OC)(OC)OC,le15
TetraethoxySilane,323.15,1,CCO[Si](OCC)(OCC)OCC,le15
HexamethylTrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,le15
PhenylMethylDiethoxySilane,362.15,1,CCO[SiH](Cc1ccccc1)OCC,le15
PhenylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,le15
ChloromethylTriethoxySilane,320.15,1,CCO[Si](CCl)(OCC)OCC,le15
AllylPhenylDichloroSilane,349.15,1,C=CC[Si](Cl)(Cl)c1ccccc1,le15
2cyanoethylTriethoxySilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,le15
1hexenylTrichloroSilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,le15
CyclohexylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,le15
PhenethylMethylDichloroSilane,353.15,1,Cl[SiH](Cl)CCCc1ccccc1,le15
MethylTriacetoxySilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,le15
AminoethylAminopropylTrimethoxySilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,le15
TetramethylDiethoxySiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,le15
HexamethylCycloTrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,le15
HeptamethylTrisiloxane,296.15,1,C[SiH](C)O[Si](C)(C)O[Si](C)(C)C,le15
BenzylTrichloroSilane,360.15,1,Cl[Si](Cl)(Cl)Cc1ccccc1,le15
VinylTriacetoxySilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,le15
OctamethylTrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
PhenethylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15
PhenylTriethoxySilane,369.15,1,CCO[Si](OCC)(OCC)c1ccccc1,le15
3chloropropylTriethoxySilane,335.15,1,CCO[Si](CCCCl)(OCC)OCC,le15
2bromoethyltrichlorosilane,313.15,1,Cl[Si](Cl)(Cl)CCBr,le15
3bromopropylTrimethoxySilane,355.15,1,CO[Si](CCCBr)(OC)OC,le15
HexaethylDisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,le15
3methacryloxyPropylTrimethoxySilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15
3bromopropyltrichlorosilane,361.15,1,Cl[Si](Cl)(Cl)CCCBr,le15
TrisTrimethylSiloxyMethylSilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,le15
OctamethylCyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,le15
OctamethylCyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
PropylTrisdimethylsiloxySilane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
DecamethylTetraSiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
"1,2dibromoethyltrichlorosilane",338.15,1,Cl[Si](Cl)(Cl)C(Br)CBr,le15
TetrakisDimethylsiloxySilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15
1chlorononamethylTetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,le15
DecamethylCyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
DodecamethylPentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15
DodecamethylCyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,wang11
Vinyltrichlorosilane,294.15,1,C=C[Si](Cl)(Cl)Cl,wang11
Dichloromethylmethyldichlorosilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,wang11
Ethyltrichlorosilane,263.15,1,CC[Si](Cl)(Cl)Cl,wang11
Dimethylchlorosilane,245.15,1,C[SiH](C)Cl,wang11
Ethylsilane,213.15,1,CC[SiH3],wang11
"1,1,1-Trifluoropropyltrichlorosilane",288.15,1,CC(C(F)(F)F)[Si](Cl)(Cl)Cl,wang11
Allyltrichlorosilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,wang11
Methylvinyldichlorosilane,272.15,1,CC=C[SiH](Cl)Cl,wang11
3-Chloropropyltrichlorosilane,357.15,1,ClCCC[Si](Cl)(Cl)Cl,wang11
n-Propyltrichlorosilane,310.15,1,CCC[Si](Cl)(Cl)Cl,wang11
Chloromethyldimethylchlorosilane,295.15,1,C[Si](C)(Cl)CCl,wang11
Trimethylbromosilane,270.15,1,C[Si](C)(C)Br,wang11
Trimethylchlorosilane,255.15,1,C[Si](C)(C)Cl,wang11
Trimethylfluorosilane,238.15,1,C[Si](C)(C)F,wang11
Trimethoxysilane,264.15,1,CO[SiH](OC)OC,wang11
Cyanoethylmethyldichlorosilane,333.15,1,C[Si](Cl)(Cl)CCC#N,wang11
Allylmethyldichlorosilane,300.15,1,C=CCC[SiH](Cl)Cl,wang11
3-Chloropropylmethyldichlorosilane,359.15,1,C[Si](Cl)(Cl)CCCCl,wang11
 t-Butyltrichlorosilane,294.15,1,CC(C)(C)[Si](Cl)(Cl)Cl,wang11
